School,Vertical,3Cone,Pos,Ht,Bench,Player,Broad Jump,Wt,College,40yd,Shuttle,Drafted (tm/rnd/yr)
Alabama,?,?,CB,0.3076923076923077,0.18421052631578946,Deion Belue\BeluDe00,?,0.10052910052910052,College Stats,0.16541353383458693,?,0
Florida State,0.5581395348837209,0.47252747252747285,WR,0.7692307692307693,0.23684210526315788,Kelvin Benjamin\BenjKe00,0.6739130434782609,0.4074074074074074,College Stats,0.2631578947368425,0.4296296296296293,1st
San Jose State,0.9302325581395349,0.25824175824175866,CB,0.3076923076923077,0.15789473684210525,Bene Benwikere\BenwBe00,0.7391304347826086,0.1693121693121693,College Stats,0.24812030075187974,0.42222222222222205,5th
San Diego State,0.6976744186046512,0.3351648351648355,SS,0.23076923076923078,0.2894736842105263,Nat Berhe\BerhNa00,0.6304347826086957,0.15873015873015872,College Stats,0.3383458646616542,0.3037037037037035,5th
Colorado State,0.3953488372093023,?,RB,0.15384615384615385,0.5263157894736842,Kapri Bibbs\BibbKa00,0.391304347826087,0.25925925925925924,College Stats,0.3082706766917294,?,0
Nevada,0.5348837209302325,0.49450549450549486,OG,0.6923076923076923,0.47368421052631576,Joel Bitonio\BitoJo00,0.5652173913043478,0.7354497354497355,College Stats,0.4962406015037595,0.4666666666666669,2nd
Massachusetts,?,?,TE,0.6923076923076923,?,Rob Blanchflower\BlanRo01,?,0.49206349206349204,College Stats,0.42105263157894773,?,7th
LSU,0.5348837209302325,0.3736263736263741,RB,0.5384615384615384,0.23684210526315788,Alfred Blue\BlueAl00,0.717391304347826,0.31746031746031744,College Stats,0.27819548872180455,0.5111111111111111,6th
North Carolina,0.3953488372093023,0.9835164835164839,OG,0.6153846153846154,1.0,Russell Bodine\BodiRu00,0.45652173913043476,0.7777777777777778,College Stats,0.6917293233082706,0.6296296296296297,4th
Iowa,0.20930232558139536,0.5329670329670335,OG,0.6923076923076923,0.4473684210526316,Conor Boffeli\BoffCo00,0.2826086956521739,0.7142857142857143,,0.7819548872180451,0.5925925925925928,0
Wisconsin,0.4883720930232558,0.3901098901098902,ILB,0.3076923076923077,0.6052631578947368,Chris Borland\BorlCh00,0.5652173913043478,0.4497354497354497,College Stats,0.42857142857142877,0.34074074074074034,3rd
Central Florida,0.5581395348837209,0.3351648351648355,QB,0.7692307692307693,?,Blake Bortles\BortBl00,0.5869565217391305,0.36507936507936506,College Stats,0.5037593984962405,0.2962962962962962,1st
North Carolina,0.6744186046511628,0.31318681318681346,SS,0.38461538461538464,0.3684210526315789,Tre Boston\BostTr00,0.6086956521739131,0.21693121693121692,College Stats,0.2406015037593987,0.37037037037037,4th
Rice,?,?,K,0.5384615384615384,?,Chris Boswell\BoswCh00,?,0.1164021164021164,College Stats,0.5037593984962405,?,0
Clemson,0.46511627906976744,0.47252747252747285,QB,0.46153846153846156,?,Tajh Boyd\BoydTa00,0.391304347826087,0.31216931216931215,College Stats,0.4360902255639098,0.3111111111111114,6th
Vanderbilt,?,?,WR,0.6923076923076923,0.21052631578947367,Chris Boyd\BoydCh00,?,0.2275132275132275,College Stats,0.353383458646617,?,0
Arizona State,0.7906976744186046,0.4285714285714288,OLB,0.46153846153846156,0.5,Carl Bradford\BradCa01,0.7391304347826086,0.4603174603174603,College Stats,0.37593984962406013,0.36296296296296277,4th
Clemson,0.6511627906976745,0.31318681318681346,CB,0.3076923076923077,0.18421052631578946,Bashaud Breeland\BreeBa00,0.7608695652173914,0.17989417989417988,College Stats,0.2706766917293235,0.3851851851851852,4th
Louisville,0.4418604651162791,0.38461538461538486,QB,0.5384615384615384,?,Teddy Bridgewater\BridTe00,0.5434782608695652,0.2698412698412698,College Stats,?,0.288888888888889,1st
Missouri,0.32558139534883723,0.9175824175824183,OT,0.8461538461538461,0.5,Justin Britt\BritJu00,0.2608695652173913,0.8571428571428571,College Stats,0.6992481203007523,0.651851851851852,2nd
Syracuse,0.6046511627906976,0.7967032967032971,DT,0.6153846153846154,0.5789473684210527,Jay Bromley\BromJa00,0.391304347826087,0.7566137566137566,College Stats,0.6015037593984961,0.7185185185185187,3rd
Florida State,0.813953488372093,0.48351648351648363,FS,0.3076923076923077,0.15789473684210525,Terrence Brooks\BrooTe00,0.6739130434782609,0.18518518518518517,College Stats,0.12030075187969935,?,3rd
Louisville,0.5813953488372093,0.28021978021978067,ILB,0.46153846153846156,0.5,Preston Brown\BrowPr00,0.6086956521739131,0.4656084656084656,College Stats,0.45112781954887254,0.3333333333333331,3rd
Illinois,0.4883720930232558,0.7142857142857144,OLB,0.38461538461538464,0.3157894736842105,Jonathan Brown\BrowJo01,0.43478260869565216,0.3968253968253968,College Stats,0.578947368421053,0.5555555555555551,0
Pittsburg State,0.7441860465116279,0.24175824175824207,WR,0.23076923076923078,?,John Brown\BrowJo02,0.6739130434782609,0.08465608465608465,,0.060150375939849676,0.22962962962962966,3rd
Ohio State,0.5813953488372093,0.37912087912087944,WR,0.3076923076923077,?,Corey Brown\BrowPh00,0.6086956521739131,0.07936507936507936,College Stats,0.18796992481203006,0.3037037037037035,0
Clemson,0.8604651162790697,0.3901098901098902,WR,0.6923076923076923,0.3157894736842105,Martavis Bryant\BryaMa00,0.782608695652174,0.25396825396825395,College Stats,0.12030075187969935,0.25185185185185205,4th
Washington State,0.7441860465116279,0.26923076923076944,SS,0.46153846153846156,0.39473684210526316,Deone Bucannon\BucaDe00,0.8043478260869565,0.25396825396825395,College Stats,0.172932330827068,0.3333333333333331,1st
Michigan State,0.4883720930232558,0.41208791208791223,ILB,0.6153846153846154,0.6842105263157895,Max Bullough\BullMa00,0.5217391304347826,0.455026455026455,College Stats,0.39097744360902287,0.36296296296296277,0
Fresno State,0.4883720930232558,0.14835164835164866,WR,0.23076923076923078,0.3157894736842105,Isaiah Burse\BursIs01,0.5869565217391305,0.13227513227513227,College Stats,0.2406015037593987,0.09629629629629621,0
Florida,0.4418604651162791,0.3681318681318682,WR,0.5384615384615384,?,Trey Burton\BurtTr01,0.5217391304347826,0.32275132275132273,College Stats,0.2706766917293235,0.37777777777777793,0
Wake Forest,0.8604651162790697,0.1648351648351648,WR,0.15384615384615385,0.42105263157894735,Michael Campanaro\CampMi02,0.7391304347826086,0.15343915343915343,College Stats,0.1503759398496242,0.14814814814814795,7th
North Carolina State,0.5581395348837209,0.3351648351648355,RB,0.15384615384615385,0.39473684210526316,KaDeem Carey\CareKa00,0.5869565217391305,0.2328042328042328,College Stats,0.32330827067669216,0.42222222222222205,4th
Fresno State,0.6511627906976745,?,QB,0.5384615384615384,?,Derek Carr\CarrDe02,0.4782608695652174,0.2698412698412698,College Stats,0.32330827067669216,0.288888888888889,2nd
Arkansas State,0.2558139534883721,0.7802197802197804,DT,0.46153846153846156,0.7368421052631579,Ryan Carrethers\CarrRy00,0.0,0.9206349206349206,College Stats,0.9097744360902255,0.5851851851851848,5th
Ohio,?,?,CB,0.38461538461538464,0.34210526315789475,Travis Carrie\CarrTr00,?,0.2275132275132275,College Stats,0.172932330827068,?,7th
Auburn,?,?,P,0.7692307692307693,?,Steven Clark\ClarSt00,?,0.35978835978835977,College Stats,0.6917293233082706,?,0
West Virginia,0.5348837209302325,0.43406593406593424,DE,0.8461538461538461,0.47368421052631576,Will Clarke\ClarWi00,0.5217391304347826,0.5714285714285714,College Stats,0.38345864661654117,0.5629629629629631,3rd
Alabama,0.5813953488372093,0.37912087912087944,FS,0.46153846153846156,0.18421052631578946,Ha Ha Clinton-Dix\ClinHa00,0.6739130434782609,0.23809523809523808,College Stats,0.2406015037593987,0.2592592592592593,1st
South Carolina,0.7906976744186046,0.4395604395604396,DE,0.7692307692307693,0.4473684210526316,Jadeveon Clowney\ClowJa00,0.782608695652174,0.544973544973545,College Stats,0.20300751879699283,0.459259259259259,1st
Duke,0.7441860465116279,0.44505494505494547,CB,0.38461538461538464,0.15789473684210525,Ross Cockrell\CockRo00,0.7391304347826086,0.14814814814814814,College Stats,0.22556390977443594,0.37777777777777793,4th
California,?,?,DT,0.7692307692307693,0.5263157894736842,Deandre Coleman\ColeDe01,?,0.798941798941799,College Stats,0.6466165413533836,?,0
Rutgers,0.5581395348837209,0.47252747252747285,WR,0.8461538461538461,0.4473684210526316,Brandon Coleman\ColeBr00,?,0.328042328042328,College Stats,0.22556390977443594,0.5185185185185183,0
Northwestern,?,?,WR,0.23076923076923078,?,Kain Colter\ColtKa00,?,0.18518518518518517,College Stats,0.3383458646616542,?,0
Oklahoma,?,?,CB,0.3076923076923077,?,Aaron Colvin\ColvAa00,?,0.07407407407407407,College Stats,0.18796992481203006,?,4th
Oregon State,0.7209302325581395,0.1593406593406594,WR,0.23076923076923078,0.3157894736842105,Brandin Cooks\CookBr00,0.6956521739130435,0.13756613756613756,College Stats,0.05263157894736863,0.0,1st
LSU,0.37209302325581395,0.664835164835165,FB,0.3076923076923077,0.5,J.C. Copeland\CopeJ.00,0.5,0.5714285714285714,College Stats,0.5187969924812033,0.5703703703703703,0
Louisville,0.9069767441860465,0.03296703296703325,WR,0.3076923076923077,0.21052631578947367,Damian Copeland\CopeDa00,0.6956521739130435,0.1111111111111111,College Stats,0.18045112781954903,0.06666666666666655,0
UNLV,0.6511627906976745,0.2967032967032968,RB,0.38461538461538464,?,Tim Cornett\CornTi00,0.8043478260869565,0.24338624338624337,College Stats,0.16541353383458693,0.3333333333333331,0
Oregon State,0.5116279069767442,0.3956043956043961,DE,0.6153846153846154,0.5263157894736842,Scott Crichton\CricSc00,0.43478260869565216,0.582010582010582,College Stats,0.4360902255639098,0.3555555555555555,3rd
Alabama State,0.813953488372093,?,RB,0.3076923076923077,0.5,Isaiah Crowell\CrowIs00,0.6304347826086957,0.32275132275132273,,0.23308270676691764,?,0
Texas,?,?,WR,0.38461538461538464,0.15789473684210525,Mike Davis\DaviMi00,?,0.17989417989417988,College Stats,0.1954887218045111,?,0
Auburn,?,?,CB,0.23076923076923078,0.2894736842105263,Chris Davis\DaviCh05,?,0.20634920634920634,College Stats,0.21052631578947387,?,0
Kansas,0.5581395348837209,?,TE,0.6923076923076923,?,A.D. Denham,?,0.38095238095238093,,0.32330827067669216,?,0
Michigan State,?,?,CB,0.3076923076923077,0.2894736842105263,Darqueze Dennard\DennDa00,?,0.19047619047619047,College Stats,0.1954887218045111,?,1st
Lindenwood,0.6744186046511628,0.21428571428571466,CB,0.46153846153846156,0.18421052631578946,Pierre Desir\DesiPi00,0.9782608695652174,0.18518518518518517,,0.24812030075187974,0.36296296296296277,4th
Northwest Missouri State,0.5581395348837209,0.3736263736263741,CB,0.3076923076923077,0.34210526315789475,Brandon Dixon\DixoBr00,0.6304347826086957,0.21164021164021163,,0.1127819548872183,0.34074074074074034,6th
Baylor,0.5348837209302325,0.5934065934065936,SS,0.38461538461538464,0.2631578947368421,Ahmad Dixon\DixoAh00,0.5,0.25925925925925924,College Stats,0.28571428571428564,0.5111111111111111,7th
Pittsburgh,0.5348837209302325,0.35164835164835206,DT,0.46153846153846156,0.8157894736842105,Aaron Donald\DonaAa00,0.6086956521739131,0.6455026455026455,College Stats,0.31578947368421045,0.4296296296296293,1st
Western Kentucky,0.6046511627906976,0.31318681318681346,FS,0.6153846153846154,0.10526315789473684,Jonathan Dowling\DowlJo00,0.6521739130434783,0.14285714285714285,College Stats,0.1954887218045111,0.3185185185185186,7th
Furman,0.16279069767441862,0.9175824175824183,OG,0.6923076923076923,0.5,Dakota Dozier\DoziDa00,0.2826086956521739,0.7936507936507936,,0.8721804511278196,0.7999999999999997,4th
Dixie State,?,?,TE,0.6153846153846154,0.8157894736842105,Joe Don Duncan,?,0.5555555555555556,,0.3984962406015039,?,0
Missouri,0.4883720930232558,0.19780219780219804,DE,0.6923076923076923,0.47368421052631576,Kony Ealy\EalyKo00,0.5652173913043478,0.582010582010582,College Stats,0.4962406015037595,0.47407407407407415,2nd
Florida,?,?,DT,0.5384615384615384,0.5789473684210527,Dominique Easley\EaslDo00,?,0.6613756613756614,College Stats,0.5037593984962405,?,1st
North Carolina,0.5348837209302325,?,TE,0.6923076923076923,0.5263157894736842,Eric Ebron\EbroEr00,0.6956521739130435,0.4603174603174603,College Stats,0.2556390977443608,?,1st
Boston College,0.6511627906976745,0.40109890109890145,OLB,0.5384615384615384,0.39473684210526316,Kasim Edebali\EdebKa00,0.5869565217391305,0.47619047619047616,College Stats,0.3984962406015039,0.3999999999999997,0
Tennessee State,0.3023255813953488,0.8131868131868137,OG,0.6923076923076923,0.5789473684210527,Kadeem Edwards\EdwaKa00,0.2391304347826087,0.7936507936507936,,0.7443609022556392,0.7481481481481482,5th
South Carolina,0.8837209302325582,0.12087912087912127,WR,0.15384615384615385,0.2894736842105263,Bruce Ellington\ElliBr00,0.6956521739130435,0.17989417989417988,College Stats,0.14285714285714315,0.10370370370370378,4th
Louisiana Tech,0.3488372093023256,0.7362637362637364,DT,0.46153846153846156,0.5526315789473685,Justin Ellis\ElliJu01,0.08695652173913043,0.9047619047619048,College Stats,0.7593984962406013,0.6962962962962962,4th
Louisiana Tech,0.627906976744186,0.6593406593406597,DE,0.46153846153846156,0.631578947368421,I.K. Enemkpali\EnemIK00,0.5217391304347826,0.5185185185185185,College Stats,0.45112781954887254,0.6222222222222225,6th
Nebraska,?,?,WR,0.5384615384615384,0.39473684210526316,Quincy Enunwa\EnunQu00,?,0.328042328042328,College Stats,0.1127819548872183,?,6th
UCLA,0.6511627906976745,0.32967032967033005,WR,0.46153846153846156,0.23684210526315788,Shaquelle Evans\EvanSh00,0.7391304347826086,0.26455026455026454,College Stats,0.18796992481203006,0.2962962962962962,4th
Texas A&M,0.7674418604651163,0.3351648351648355,WR,0.7692307692307693,0.21052631578947367,Mike Evans\EvanMi00,?,0.35978835978835977,College Stats,0.20300751879699283,0.3333333333333331,1st
Virginia Tech,0.6744186046511628,0.3186813186813188,CB,0.38461538461538464,0.34210526315789475,Antone Exum\ExumAn00,0.6304347826086957,0.26455026455026454,College Stats,0.24812030075187974,0.2370370370370369,6th
San Jose State,0.3488372093023256,0.5934065934065936,QB,0.5384615384615384,?,David Fales\FaleDa00,0.32608695652173914,0.25925925925925924,College Stats,0.5488721804511281,0.5111111111111111,6th
Bloomsburg,0.27906976744186046,0.912087912087913,OT,0.8461538461538461,0.8421052631578947,Matt Feiler\FeilMa00,0.32608695652173914,0.8835978835978836,,0.8345864661654138,0.7777777777777779,0
Texas,?,?,K,0.46153846153846156,?,Anthony Fera,?,0.25396825396825395,College Stats,0.44360902255639084,?,0
LSU,?,?,DT,0.6153846153846154,0.5263157894736842,Ego Ferguson\FergEg00,?,0.8042328042328042,College Stats,0.541353383458647,?,2nd
Iowa,0.5116279069767442,0.3461538461538462,TE,0.7692307692307693,0.5526315789473685,C.J. Fiedorowicz\FiedC.00,0.6086956521739131,0.5396825396825397,College Stats,0.37593984962406013,0.3333333333333331,3rd
Sam Houston State,0.5348837209302325,0.32967032967033005,RB,0.15384615384615385,0.42105263157894735,Tim Flanders,0.5434782608695652,0.2328042328042328,,0.3684210526315791,?,0
Stanford,0.13953488372093023,0.9725274725274731,OT,0.7692307692307693,0.5789473684210527,Cameron Fleming\FlemCa00,0.1956521739130435,0.8465608465608465,College Stats,0.766917293233083,0.8814814814814814,4th
Toledo,0.7441860465116279,0.23626373626373667,RB,0.3076923076923077,?,David Fluellen\FlueDa00,0.6956521739130435,0.32275132275132273,College Stats,0.3458646616541353,?,0
Auburn,?,?,DE,0.5384615384615384,?,Dee Ford\FordDe00,?,0.4708994708994709,College Stats,?,?,1st
California,0.7209302325581395,?,OLB,0.5384615384615384,0.6842105263157895,Khairi Fortt\FortKh00,0.6956521739130435,0.4497354497354497,College Stats,0.3308270676691732,?,4th
Michigan State,0.7209302325581395,0.3241758241758242,WR,0.46153846153846156,?,Bennie Fowler\FowlBe00,0.8260869565217391,0.2857142857142857,College Stats,0.1954887218045111,0.2740740740740738,0
New Mexico State,0.7209302325581395,0.32967032967033005,WR,0.3076923076923077,0.07894736842105263,Austin Franklin\FranAu00,0.782608695652174,0.13756613756613756,College Stats,0.22556390977443594,0.3851851851851852,0
Florida State,0.5116279069767442,0.35164835164835206,RB,0.07692307692307693,?,Devonta Freeman\FreeDe00,0.6521739130434783,0.2275132275132275,College Stats,0.2406015037593987,0.3333333333333331,4th
Virginia Tech,0.8372093023255814,0.23626373626373667,CB,0.38461538461538464,0.21052631578947367,Kyle Fuller\FullKy00,0.8695652173913043,0.14285714285714285,College Stats,0.172932330827068,0.2814814814814817,1st
Tennessee,0.18604651162790697,0.7692307692307697,OG,0.7692307692307693,0.5526315789473685,Zach Fulton\FultZa00,0.21739130434782608,0.8095238095238095,College Stats,0.6766917293233085,1.0,6th
Stanford,0.7441860465116279,0.17032967032967067,RB,0.3076923076923077,?,Tyler Gaffney\GaffTy00,0.6086956521739131,0.30158730158730157,College Stats,0.172932330827068,0.2740740740740738,6th
Rice,0.7441860465116279,0.08241758241758264,CB,0.38461538461538464,0.18421052631578946,Phillip Gaines\GainPh00,0.7391304347826086,0.15873015873015872,College Stats,0.09022556390977451,0.17037037037037034,3rd
Missouri,?,?,CB,0.23076923076923078,0.2894736842105263,E.J. Gaines\GainE.00,?,0.14285714285714285,College Stats,0.1353383458646621,?,6th
Michigan,?,?,WR,0.0,0.2894736842105263,Jeremy Gallon\GallJe00,?,0.1164021164021164,College Stats,0.172932330827068,?,7th
Eastern Illinois,0.46511627906976744,0.31318681318681346,QB,0.5384615384615384,?,Jimmy Garoppolo\GaroJi00,0.4782608695652174,0.3333333333333333,,0.5338345864661653,0.3333333333333331,2nd
Virginia Tech,0.7674418604651163,0.3956043956043961,DE,0.6923076923076923,0.5789473684210527,James Gayle\GaylJa00,0.7391304347826086,0.5079365079365079,College Stats,0.3308270676691732,0.34074074074074034,0
Iowa State,0.5813953488372093,?,ILB,0.3076923076923077,0.631578947368421,Jeremiah George\GeorJe01,0.6086956521739131,0.37566137566137564,College Stats,0.48872180451127845,?,5th
Oklahoma State,0.6976744186046512,0.24725274725274743,CB,0.38461538461538464,0.42105263157894735,Justin Gilbert\GilbJu00,0.8260869565217391,0.20634920634920634,College Stats,0.08270676691729346,?,1st
Colorado State,0.6046511627906976,0.5219780219780222,TE,0.8461538461538461,?,Crockett Gillmore\GillCr00,0.6956521739130435,0.5132275132275133,College Stats,0.4736842105263157,0.4666666666666669,3rd
Baylor,0.7674418604651163,0.18131868131868142,CB,0.3076923076923077,0.18421052631578946,Demetri Goodson\GoodDe00,0.7608695652173914,0.164021164021164,College Stats,0.1954887218045111,0.39259259259259244,6th
Tulane,0.6976744186046512,0.1153846153846154,WR,0.38461538461538464,0.10526315789473684,Ryan Grant\GranRy01,0.6739130434782609,0.19047619047619047,College Stats,0.28571428571428564,0.2222222222222224,5th
Arizona State,?,?,RB,0.38461538461538464,?,Marion Grice\GricMa00,?,0.23809523809523808,College Stats,0.3082706766917294,?,6th
Southern California,0.27906976744186046,?,TE,0.6923076923076923,?,Xavier Grimble\GrimXa00,0.5434782608695652,0.4973544973544973,College Stats,0.37593984962406013,?,0
Wisconsin,0.27906976744186046,0.5604395604395609,OG,0.7692307692307693,0.5789473684210527,Ryan Groy\GroyRy00,0.43478260869565216,0.8095238095238095,College Stats,0.6992481203007523,0.48888888888888865,0
Minnesota,0.6976744186046512,0.7692307692307697,DT,0.8461538461538461,0.7368421052631579,RaShede Hageman\HageRa00,0.5652173913043478,0.7777777777777778,College Stats,0.4962406015037595,0.5111111111111111,2nd
Vanderbilt,0.6976744186046512,0.3681318681318682,CB,0.23076923076923078,0.2894736842105263,Andre Hal\HalxAn00,0.6739130434782609,0.13227513227513227,College Stats,0.18045112781954903,0.34074074074074034,7th
Florida,0.046511627906976744,0.9835164835164839,OG,0.6153846153846154,?,Jon Halapio\HalaJo00,0.2608695652173913,0.8465608465608465,College Stats,0.8120300751879699,0.7555555555555555,6th
South Carolina,0.6046511627906976,0.2967032967032968,CB,0.15384615384615385,0.42105263157894735,Victor Hampton\HampVi00,0.6521739130434783,0.17989417989417988,College Stats,0.32330827067669216,0.288888888888889,0
Florida,0.3023255813953488,0.8241758241758245,C,0.6153846153846154,0.6052631578947368,Jonotthan Harrison\HarrJo03,0.5434782608695652,0.746031746031746,College Stats,0.6691729323308274,0.7777777777777779,0
Oregon,?,?,DE,0.8461538461538461,0.4473684210526316,Taylor Hart\HartTa00,?,0.6243386243386243,College Stats,0.4962406015037595,?,5th
Coastal Carolina,0.7441860465116279,0.3351648351648355,WR,0.46153846153846156,0.2894736842105263,Matt Hazel\HazeMa01,0.6521739130434783,0.18518518518518517,,0.18045112781954903,0.288888888888889,6th
Kansas State,0.3953488372093023,?,LS,0.6153846153846154,?,Marcus Heit,0.5869565217391305,0.5026455026455027,,0.48872180451127845,?,0
Miami (FL),0.16279069767441862,0.9230769230769237,OT,0.9230769230769231,?,Seantrel Henderson\HendSe00,0.15217391304347827,0.8888888888888888,College Stats,0.586466165413534,0.7111111111111107,7th
Wyoming,0.6976744186046512,0.20329670329670343,WR,0.15384615384615385,0.3684210526315789,Robert Herron\HerrRo00,0.8043478260869565,0.15873015873015872,College Stats,0.16541353383458693,0.34074074074074034,6th
Stanford,0.5813953488372093,0.31318681318681346,FB,0.6923076923076923,?,Ryan Hewitt\HewiRy00,0.45652173913043476,0.43915343915343913,College Stats,0.4586466165413536,0.3999999999999997,0
LSU,0.3953488372093023,?,RB,0.46153846153846156,0.42105263157894735,Jeremy Hill\HillJe01,0.5434782608695652,0.37037037037037035,College Stats,0.22556390977443594,?,2nd
Iowa,0.5116279069767442,0.3736263736263741,OLB,0.38461538461538464,0.5,Anthony Hitchens\HitcAn00,0.6086956521739131,0.4074074074074074,College Stats,0.36090225563909806,0.47407407407407415,4th
Arkansas,?,?,K,0.38461538461538464,?,Zach Hocker\HockZa00,?,0.13756613756613756,College Stats,0.4812030075187974,?,7th
BYU,0.32558139534883723,0.2307692307692308,WR,0.6923076923076923,0.23684210526315788,Cody Hoffman\HoffCo00,0.43478260869565216,0.31746031746031744,College Stats,0.29323308270676735,0.288888888888889,0
Memphis,?,?,P,0.6153846153846154,?,Tom Hornsey\HornTo01,?,0.30687830687830686,College Stats,0.5939849624060151,?,0
Alabama,0.8372093023255814,?,OLB,0.8461538461538461,?,Adrian Hubbard\HubbAd00,0.6304347826086957,0.4973544973544973,College Stats,0.32330827067669216,?,0
Wyoming,0.6976744186046512,0.43406593406593424,FS,0.3076923076923077,0.2894736842105263,Marqueston Huff\HuffMa00,0.6521739130434783,0.1746031746031746,College Stats,0.172932330827068,0.2814814814814817,4th
Oregon,0.6976744186046512,?,WR,0.3076923076923077,0.2631578947368421,Josh Huff\HuffJo00,0.6086956521739131,0.2275132275132275,College Stats,0.18796992481203006,?,3rd
Miami (FL),0.4883720930232558,0.4175824175824181,WR,0.46153846153846156,0.2631578947368421,Allen Hurns\HurnAl01,0.6956521739130435,0.18518518518518517,College Stats,0.2180451127819549,0.5111111111111111,0
North Carolina,?,?,OT,0.7692307692307693,?,James Hurst\HursJa00,?,0.7037037037037037,College Stats,1.0,?,0
Ohio State,0.6511627906976745,?,RB,0.38461538461538464,0.39473684210526316,Carlos Hyde\HydeCa00,0.5652173913043478,0.3544973544973545,College Stats,0.2706766917293235,?,2nd
Texas Tech,0.4186046511627907,0.4175824175824181,DT,0.5384615384615384,0.42105263157894735,Kerry Hyder\HydeKe01,0.43478260869565216,0.671957671957672,College Stats,0.6315789473684209,0.3851851851851852,0
Notre Dame,0.23255813953488372,1.0,DT,0.5384615384615384,?,Louis Nix III\NixILo00,0.1956521739130435,0.8888888888888888,College Stats,0.7969924812030078,0.8370370370370372,3rd
Oklahoma,0.2558139534883721,0.45604395604395626,C,0.6923076923076923,0.47368421052631576,Gabe Ikard\IkarGa00,0.32608695652173914,0.746031746031746,College Stats,0.6541353383458647,0.4148148148148148,0
Mississippi State,0.3953488372093023,0.9780219780219784,OG,0.6153846153846154,0.6842105263157895,Gabe Jackson\JackGa00,0.43478260869565216,0.9153439153439153,College Stats,0.8120300751879699,0.7185185185185187,3rd
Notre Dame,0.813953488372093,0.15384615384615402,CB,0.38461538461538464,0.23684210526315788,Bennett Jackson\JackBe00,0.8695652173913043,0.1693121693121693,College Stats,0.18796992481203006,0.1407407407407407,6th
Western Kentucky,?,?,ILB,0.46153846153846156,?,Andrew Jackson\JackAn02,?,0.48148148148148145,College Stats,0.4812030075187974,?,6th
McNeese State,?,?,TE,0.7692307692307693,0.2894736842105263,Nic Jacobs\JacoNi00,?,0.5608465608465608,,0.4736842105263157,?,0
Maine,0.8604651162790697,0.1868131868131868,CB,0.23076923076923078,0.13157894736842105,Kendall James\JameKe00,?,0.08994708994708994,,0.1353383458646621,0.2814814814814817,6th
Oklahoma,0.3953488372093023,0.5219780219780222,OT,0.8461538461538461,0.47368421052631576,JaWuan James\JameJa01,0.32608695652173914,0.783068783068783,College Stats,0.7518796992481203,0.5555555555555551,1st
Saginaw Valley State,0.7906976744186046,0.0934065934065934,WR,0.6153846153846154,0.42105263157894735,Jeff Janis\JaniJe00,0.7608695652173914,0.2962962962962963,,0.12030075187969935,0.12592592592592586,7th
