School,Vertical,3Cone,Pos,Ht,Bench,Player,Broad Jump,Wt,College,40yd,Shuttle,Drafted (tm/rnd/yr)
Illinois,0.5555555555555556,0.21787709497206725,DE,0.7857142857142857,0.5428571428571428,Michael Buchanan\BuchMi00,0.49019607843137253,0.43283582089552236,College Stats,0.3695652173913046,0.41958041958042,7th
Nebraska,0.8222222222222222,0.18435754189944129,RB,0.2857142857142857,0.5142857142857142,Rex Burkhead\BurkRe00,0.7254901960784313,0.22885572139303484,College Stats,0.33333333333333376,0.17482517482517487,6th
Louisville,0.5555555555555556,0.22346368715083806,CB,0.21428571428571427,0.4,Adrian Bushell\BushAd00,0.5490196078431373,0.08955223880597014,College Stats,0.2246376811594205,0.2867132867132869,0
Louisiana Tech,0.4444444444444444,0.256983240223464,QB,0.5714285714285714,?,Colby Cameron\CameCo00,0.47058823529411764,0.21890547263681592,College Stats,0.3695652173913046,0.30769230769230804,0
Kansas State,?,?,K,0.2857142857142857,?,Anthony Cantele\CantAn00,?,0.05970149253731343,College Stats,0.3550724637681159,?,0
Virginia Tech,?,?,DE,0.7142857142857143,0.7142857142857143,Tank Carradine\CarrCo00,?,0.5373134328358209,College Stats,0.4565217391304351,?,2nd
Notre Dame,0.2222222222222222,0.7206703910614521,C,0.6428571428571429,?,Braxston Cave\CaveBr00,0.19607843137254902,0.6716417910447762,,0.7681159420289855,0.6083916083916086,0
Boston College,0.35555555555555557,0.7206703910614521,OT,0.9285714285714286,0.6,Emmett Cleary\CleaEm01,0.39215686274509803,0.736318407960199,,0.681159420289855,0.6013986013986018,0
Southern Miss,0.9333333333333333,0.32402234636871496,OLB,0.6428571428571429,0.45714285714285713,Jamie Collins\CollJa00,1.0,0.4079601990049751,College Stats,0.2681159420289854,0.335664335664336,2nd
Georgia,0.6222222222222222,0.32402234636871496,CB,0.42857142857142855,?,Sanders Commings\CommSa00,0.5686274509803921,0.23880597014925373,College Stats,0.1014492753623192,0.3216783216783217,5th
North Carolina,0.28888888888888886,0.7039106145251397,OG,0.5714285714285714,0.9142857142857143,Jonathan Cooper\CoopJo01,0.39215686274509803,0.7114427860696517,College Stats,0.5797101449275364,0.6993006993006995,1st
Idaho,?,?,P,0.7142857142857143,?,Bobby Cowan,?,0.2537313432835821,College Stats,0.6231884057971013,?,0
South Carolina,0.4888888888888889,0.33519553072625713,TE,0.6428571428571429,?,Justice Cunningham\CunnJu00,0.5490196078431373,0.44776119402985076,College Stats,0.4855072463768119,0.4265734265734269,7th
Florida International,0.8,?,SS,0.42857142857142855,?,Jonathan Cyprien\CyprJo00,?,0.24378109452736318,College Stats,0.2681159420289854,?,2nd
Utah State,0.6666666666666666,0.0,CB,0.35714285714285715,0.37142857142857144,Will Davis\DaviWi02,0.7647058823529411,0.08955223880597014,College Stats,0.17391304347826092,0.1258741258741257,3rd
Virginia Tech,0.8444444444444444,0.35195530726257007,WR,0.6428571428571429,0.45714285714285713,Marcus Davis\DaviMa00,0.6274509803921569,0.32338308457711445,College Stats,0.2101449275362318,?,0
Arkansas,0.5777777777777777,0.2458100558659219,RB,0.35714285714285715,0.8,Knile Davis\DaviKn00,0.6470588235294118,0.2935323383084577,College Stats,0.07246376811594238,0.3776223776223777,3rd
Florida State,0.4222222222222222,0.6089385474860336,DT,0.5714285714285714,0.5714285714285714,Everett Dawkins\DawkEv00,0.29411764705882354,0.6169154228855721,College Stats,0.5724637681159417,0.7272727272727274,7th
Memphis,0.15555555555555556,0.7765363128491619,OT,0.9285714285714286,0.5142857142857142,Jordan Devey\DeveJo00,0.19607843137254902,0.7412935323383084,College Stats,0.7101449275362318,0.6503496503496503,0
Alabama,?,?,DT,0.7857142857142857,?,Quinton Dial\DialQu00,?,0.746268656716418,College Stats,0.7391304347826086,?,5th
Marshall,?,?,WR,0.6428571428571429,?,Aaron Dobson\DobsAa00,?,0.208955223880597,College Stats,0.07246376811594238,?,2nd
Hawaii,?,?,P,0.6428571428571429,?,Alex Dunnachie,?,0.24378109452736318,College Stats,0.507246376811594,?,0
Miami (OH),?,?,QB,0.6428571428571429,?,Zac Dysert\DyseZa00,?,0.31343283582089554,College Stats,0.39130434782608675,?,7th
Hawaii,0.6888888888888889,0.23463687150838022,CB,0.21428571428571427,0.3142857142857143,Mike Edwards,0.7058823529411765,0.1044776119402985,College Stats,0.2101449275362318,0.2377622377622377,0
LSU,0.5555555555555556,0.2849162011173187,DE,0.7142857142857143,?,Lavar Edwards\EdwaLa00,0.6078431372549019,0.5422885572139303,College Stats,0.38405797101449274,0.4685314685314686,5th
Notre Dame,0.6666666666666666,0.22346368715083806,TE,0.7857142857142857,0.5428571428571428,Tyler Eifert\EifeTy00,0.6078431372549019,0.4079601990049751,College Stats,0.29710144927536225,0.335664335664336,1st
Florida,0.6666666666666666,?,SS,0.2857142857142857,0.4,Matt Elam\ElamMa00,0.5882352941176471,0.19900497512437812,College Stats,0.11594202898550729,?,1st
Clemson,0.6,?,RB,0.21428571428571427,?,Andre Ellington\ElliAn00,0.6666666666666666,0.15422885572139303,College Stats,0.2463768115942033,?,6th
Stanford,0.4444444444444444,0.3128491620111733,TE,0.7857142857142857,0.6,Zach Ertz\ErtzZa00,0.45098039215686275,0.40298507462686567,College Stats,0.3550724637681159,0.4405594405594406,2nd
San Diego State,0.5111111111111111,0.30726256983240247,TE,0.8571428571428571,?,Gavin Escobar\EscoGa00,0.5098039215686274,0.42786069651741293,College Stats,0.4130434782608695,0.3286713286713286,2nd
Florida,0.6222222222222222,0.06703910614525142,FS,0.5,?,Josh Evans\EvanJo00,0.6862745098039216,0.19402985074626866,College Stats,0.2246376811594205,0.1818181818181817,6th
LSU,?,?,OT,0.7857142857142857,0.6285714285714286,Chris Faulk\FaulCh00,?,0.8109452736318408,,0.5869565217391305,?,0
UCLA,?,?,TE,0.9285714285714286,0.4,Joseph Fauria\FaurJo00,?,0.4527363184079602,College Stats,0.39855072463768143,?,0
Central Michigan,0.35555555555555557,0.5977653631284915,OT,0.9285714285714286,0.6857142857142857,Eric Fisher\FishEr00,0.5490196078431373,0.6865671641791045,,0.5652173913043477,0.41958041958042,1st
Florida,0.4222222222222222,0.4916201117318438,DT,0.6428571428571429,?,Sharrif Floyd\FloySh00,0.35294117647058826,0.6417910447761194,College Stats,0.47101449275362317,0.6363636363636366,1st
Alabama,?,?,OT,0.7857142857142857,0.5142857142857142,D.J. Fluker\FlukDJ00,?,0.8507462686567164,,0.7536231884057967,?,1st
Texas A&M,0.13333333333333333,0.8882681564245805,OG,0.7857142857142857,0.6285714285714286,Manese Foketi,0.27450980392156865,0.746268656716418,,0.9202898550724636,0.8531468531468531,0
LSU,0.8,0.19553072625698345,RB,0.21428571428571427,0.6285714285714286,Michael Ford\FordMi00,0.8235294117647058,0.208955223880597,College Stats,0.16666666666666688,0.2867132867132869,0
Ohio State,0.4222222222222222,0.6145251396648045,OT,1.0,0.8571428571428571,Reid Fragel\FragRe00,0.49019607843137253,0.6965174129353234,,0.6304347826086953,0.5874125874125874,7th
UCLA,0.4888888888888889,0.2067039106145251,RB,0.2857142857142857,0.42857142857142855,Johnathan Franklin\FranJo01,0.5294117647058824,0.18407960199004975,College Stats,0.15942028985507284,0.3286713286713286,4th
Wisconsin,0.35555555555555557,0.7206703910614521,C,0.7142857142857143,0.5142857142857142,Travis Frederick\FredTr00,0.17647058823529413,0.7164179104477612,College Stats,0.9492753623188404,0.6433566433566434,1st
Virginia Tech,0.4888888888888889,?,WR,0.5714285714285714,0.2571428571428571,Corey Fuller\FullCo00,0.6274509803921569,0.1791044776119403,College Stats,0.11594202898550729,?,6th
Maryland,0.6666666666666666,0.31843575418994413,TE,0.7142857142857143,0.42857142857142855,Matt Furstenburg\FursMa00,0.5294117647058824,0.3681592039800995,,0.25362318840579734,0.35664335664335656,0
Tennessee State,0.1111111111111111,?,OT,0.8571428571428571,0.7142857142857143,Rogers Gaines\GainRo01,?,0.8258706467661692,,0.7028985507246377,0.9790209790209795,0
Georgia,0.26666666666666666,0.8882681564245805,DT,0.7857142857142857,?,Kwame Geathers\GeatKw00,0.1568627450980392,0.8656716417910447,College Stats,0.8478260869565218,1.0,0
Michigan State,0.35555555555555557,0.37988826815642474,DE,0.8571428571428571,0.5714285714285714,William Gholston\GholWi00,0.43137254901960786,0.5621890547263682,College Stats,0.5,0.5244755244755246,4th
Chadron State,0.4222222222222222,0.6312849162011174,OT,0.8571428571428571,0.7142857142857143,Garrett Gilkey\GilkGa00,0.39215686274509803,0.746268656716418,,0.7391304347826086,0.6363636363636366,7th
Florida,0.4444444444444444,0.33519553072625713,RB,0.35714285714285715,0.34285714285714286,Mike Gillislee\GillMi00,0.6078431372549019,0.19900497512437812,College Stats,0.20289855072463775,0.39160839160839206,5th
North Carolina State,0.26666666666666666,0.5418994413407822,QB,0.9285714285714286,?,Mike Glennon\GlenMi00,0.27450980392156865,0.2835820895522388,College Stats,0.4855072463768119,0.4755244755244754,3rd
Eastern Kentucky,0.6888888888888889,0.21229050279329642,WR,0.7142857142857143,0.2,Tyrone Goard,0.6862745098039216,0.18407960199004975,,0.16666666666666688,0.3846153846153846,0
Missouri,0.6,0.10614525139664821,OLB,0.5,0.6857142857142857,Zaviar Gooden\GoodZa00,0.8431372549019608,0.3283582089552239,College Stats,0.1449275362318841,0.2377622377622377,3rd
Clemson,0.4888888888888889,?,DE,0.7142857142857143,0.6571428571428571,Malliciah Goodman\GoodMa01,0.5098039215686274,0.5373134328358209,College Stats,0.43478260869565233,?,4th
Texas,?,?,WR,0.21428571428571427,0.2857142857142857,Marquise Goodwin\GoodMa00,0.8627450980392157,0.07462686567164178,College Stats,0.0,?,3rd
Arkansas,0.7555555555555555,0.3128491620111733,TE,0.6428571428571429,0.42857142857142855,Chris Gragg\GragCh00,0.7254901960784313,0.3781094527363184,College Stats,0.16666666666666688,0.4685314685314686,7th
Pittsburgh,0.5333333333333333,0.36312849162011174,RB,0.21428571428571427,0.42857142857142855,Ray Graham\GrahRa00,0.47058823529411764,0.15422885572139303,College Stats,0.38405797101449274,0.25874125874125886,0
Connecticut,0.7777777777777778,0.10055865921787738,CB,0.35714285714285715,0.5428571428571428,Dwayne Gratz\GratDw00,0.7254901960784313,0.16417910447761194,College Stats,0.1449275362318841,0.2167832167832172,3rd
Minnesota,0.4222222222222222,0.40782122905027934,QB,0.6428571428571429,0.34285714285714286,MarQueis Gray\GrayMa00,0.45098039215686275,0.3582089552238806,College Stats,0.2753623188405801,0.3216783216783217,0
Rutgers,0.4222222222222222,0.5921787709497206,OLB,0.5,0.4,Khaseem Greene\GreeKh00,0.5490196078431373,0.36318407960199006,College Stats,0.318840579710145,0.251748251748252,4th
South Florida,0.3111111111111111,0.7094972067039105,DT,0.5,0.5428571428571428,Cory Grissom\GrisCo00,0.17647058823529413,0.6865671641791045,College Stats,0.7536231884057967,0.6783216783216783,0
Arkansas,0.4,?,WR,0.5714285714285714,0.22857142857142856,Cobi Hamilton\HamiCo00,0.37254901960784315,0.21890547263681592,College Stats,0.2101449275362318,0.3286713286713286,6th
Ohio State,0.24444444444444444,0.5977653631284915,DT,0.6428571428571429,?,Johnathan Hankins\HankJo00,0.3137254901960784,0.7562189054726368,College Stats,0.7536231884057967,0.5384615384615389,2nd
Boise State,0.5777777777777777,0.30726256983240247,RB,0.21428571428571427,0.5714285714285714,D.J. Harper,0.6274509803921569,0.21393034825870647,College Stats,0.18115942028985496,0.35664335664335656,0
Kansas State,0.6666666666666666,0.2067039106145251,WR,0.5,0.4857142857142857,Chris Harper\HarpCh00,0.5490196078431373,0.3034825870646766,College Stats,0.20289855072463775,0.3846153846153846,4th
Temple,0.5333333333333333,0.24022346368715106,RB,0.14285714285714285,0.45714285714285713,Montel Harris,0.49019607843137253,0.19900497512437812,College Stats,0.29710144927536225,0.2377622377622377,0
Rutgers,0.8,0.26256983240223486,WR,0.6428571428571429,0.4,Mark Harrison\HarrMa04,0.803921568627451,0.31343283582089554,College Stats,0.13768115942029005,0.3426573426573429,0
Kansas,0.35555555555555557,0.5586592178770947,OT,0.7857142857142857,?,Tanner Hawkinson\HawkTa00,0.47058823529411764,0.6467661691542289,,0.5797101449275364,0.4685314685314686,5th
Illinois,0.6666666666666666,?,CB,0.42857142857142855,0.2857142857142857,Terry Hawthorne\HawtTe00,0.5490196078431373,0.13432835820895522,College Stats,0.12318840579710197,?,5th
Houston,?,?,CB,0.35714285714285715,?,D.J. Hayden\HaydDJ00,?,0.11442786069651742,College Stats,0.09420289855072515,?,1st
Florida A&M,0.5111111111111111,0.4916201117318438,ILB,0.5714285714285714,0.5142857142857142,Brandon Hepburn\HepbBr00,0.7058823529411765,0.3582089552238806,,0.29710144927536225,0.49650349650349657,7th
Ohio,0.3333333333333333,0.8212290502793296,OG,0.7142857142857143,0.9428571428571428,Eric Herman\HermEr00,0.13725490196078433,0.7562189054726368,College Stats,0.7101449275362318,0.8741258741258743,7th
UCLA,0.37777777777777777,0.4134078212290502,CB,0.5714285714285714,?,Aaron Hester\HestAa00,0.47058823529411764,0.14925373134328357,College Stats,0.25362318840579734,0.3426573426573429,0
Penn State,0.08888888888888889,0.5418994413407822,DT,0.5,0.7142857142857143,Jordan Hill\HillJo01,0.29411764705882354,0.6716417910447762,College Stats,0.6956521739130437,0.4685314685314686,3rd
Penn State,?,?,OLB,0.5,0.5428571428571428,Gerald Hodges\HodgGe00,0.6078431372549019,0.373134328358209,College Stats,0.3695652173913046,?,4th
South Carolina,0.5555555555555556,0.435754189944134,OLB,0.5,0.34285714285714286,DeVonte Holloman\HollDe01,0.49019607843137253,0.373134328358209,College Stats,0.3550724637681159,0.2937062937062937,6th
Southern California,?,?,C,0.6428571428571429,0.2857142857142857,Khaled Holmes\HolmKh00,?,0.6666666666666666,,0.7391304347826086,?,4th
Florida State,0.5777777777777777,?,K,0.5714285714285714,?,Dustin Hopkins\HopkDu00,0.5490196078431373,0.12437810945273632,College Stats,0.3405797101449278,?,6th
Clemson,0.6888888888888889,?,WR,0.5,0.34285714285714286,DeAndre Hopkins\HopkDe00,0.5294117647058824,0.22885572139303484,College Stats,0.21739130434782647,0.46153846153846173,1st
Arizona State,?,?,P,0.7142857142857143,0.2857142857142857,Josh Hubner,?,0.31840796019900497,College Stats,0.5724637681159417,?,0
Tennessee-Martin,0.26666666666666666,0.7430167597765359,DT,0.7142857142857143,0.5428571428571428,Montori Hughes\HughMo00,0.3137254901960784,0.8009950248756219,,0.6956521739130437,0.6013986013986018,5th
Southern Methodist,0.6222222222222222,0.30726256983240247,DE,1.0,1.0,Margus Hunt\HuntMa00,0.6470588235294118,0.5422885572139303,College Stats,0.25362318840579734,0.4685314685314686,2nd
Tennessee,0.8444444444444444,?,WR,0.7142857142857143,?,Justin Hunter\HuntJu00,0.9411764705882353,0.13930348258706468,College Stats,0.12318840579710197,0.3426573426573429,2nd
Iowa,0.5555555555555556,0.14525139664804498,CB,0.42857142857142855,0.2571428571428571,Micah Hyde\HydeMi00,0.6470588235294118,0.14427860696517414,College Stats,0.2101449275362318,0.251748251748252,5th
Hawaii,?,?,LS,0.7857142857142857,0.6,Luke Ingram,0.35294117647058826,0.44776119402985076,College Stats,0.5652173913043477,?,0
Glenville State,0.0,0.8659217877094971,OG,0.7857142857142857,0.4857142857142857,Mark Jackson,0.058823529411764705,0.7960199004975125,,1.0,0.8321678321678326,0
Miami (FL),0.6444444444444445,?,RB,0.2857142857142857,0.7142857142857143,Mike James\JameMi00,0.5294117647058824,0.2736318407960199,College Stats,0.18840579710144967,0.5454545454545457,6th
Rutgers,0.37777777777777777,?,RB,0.07142857142857142,0.4857142857142857,Jawan Jamison\JamiJa00,0.43137254901960786,0.17412935323383086,College Stats,0.29710144927536225,?,7th
Oklahoma,?,?,FS,0.35714285714285715,0.37142857142857144,Tony Jefferson\JeffTo00,?,0.22388059701492538,College Stats,0.34782608695652184,?,0
Nevada,0.4666666666666667,0.2513966480446927,RB,0.2857142857142857,0.34285714285714286,Stefphon Jefferson,0.5686274509803921,0.22388059701492538,College Stats,0.29710144927536225,0.41958041958042,0
Rutgers,?,?,TE,0.8571428571428571,0.0,D.C. Jefferson\JeffD.00,?,0.43283582089552236,College Stats,0.507246376811594,?,7th
Georgia,?,?,DT,0.7142857142857143,0.7714285714285715,John Jenkins\JenkJo00,?,0.8855721393034826,College Stats,0.681159420289855,?,3rd
Florida,?,?,ILB,0.42857142857142855,0.6857142857142857,Jelani Jenkins\JenkJe00,?,0.373134328358209,College Stats,0.2753623188405801,?,4th
Florida State,?,?,DE,0.5714285714285714,0.42857142857142855,Brandon Jenkins\JenkBr00,?,0.4129353233830846,College Stats,0.5797101449275364,?,5th
Texas A&M,0.35555555555555557,0.4916201117318438,OT,0.8571428571428571,0.6857142857142857,Luke Joeckel\JoecLu00,0.35294117647058826,0.6865671641791045,College Stats,0.7463768115942027,0.5874125874125874,1st
South Carolina,0.2222222222222222,0.7318435754189944,C,0.7142857142857143,0.8285714285714286,T.J. Johnson\JohnTJ00,0.1568627450980392,0.7064676616915423,,0.7681159420289855,0.6293706293706297,7th
Louisiana Tech,0.06666666666666667,0.8603351955307263,OT,0.7857142857142857,?,Oscar Johnson\JohnOs00,0.0,0.8109452736318408,,0.8840579710144927,0.8531468531468531,0
Alabama,?,?,ILB,0.5714285714285714,?,Nico Johnson\JohnNi00,?,0.39800995024875624,College Stats,0.33333333333333376,?,4th
Oklahoma,0.6,0.44134078212290484,OT,0.8571428571428571,0.7142857142857143,Lane Johnson\JohnLa01,0.5882352941176471,0.6716417910447762,,0.3260869565217391,0.4755244755244754,1st
Arizona State,0.7111111111111111,0.13966480446927368,SS,0.42857142857142855,0.2571428571428571,Keelan Johnson\JohnKe03,0.7254901960784313,0.20398009950248755,College Stats,0.1956521739130437,0.16083916083916117,0
Purdue,0.6444444444444445,0.26256983240223486,CB,0.21428571428571427,0.37142857142857144,Josh Johnson\JohnJo06,0.5098039215686274,0.15422885572139303,College Stats,0.2753623188405801,0.2867132867132869,0
Southern Methodist,0.5111111111111111,?,WR,0.21428571428571427,0.08571428571428572,Darius Johnson\JohnDa06,0.4117647058823529,0.05472636815920398,College Stats,0.23913043478260862,0.4825174825174829,0
Alabama A&M,0.1111111111111111,0.8938547486033513,OG,0.7857142857142857,0.4,Jamaal Johnson-Webb\JohnJa05,0.0784313725490196,0.7213930348258707,,0.7971014492753623,0.6293706293706297,0
Oklahoma,0.4666666666666667,0.33519553072625713,QB,0.7142857142857143,?,Landry Jones\JoneLa02,0.5294117647058824,0.2835820895522388,College Stats,0.6086956521739132,0.3216783216783217,4th
Georgia,?,?,OLB,0.5714285714285714,?,Jarvis Jones\JoneJa05,?,0.38308457711442784,College Stats,0.3405797101449278,?,1st
UCLA,0.4888888888888889,0.4469273743016761,DE,0.7142857142857143,0.7428571428571429,Datone Jones\JoneDa03,0.47058823529411764,0.572139303482587,College Stats,0.38405797101449274,0.335664335664336,1st
Bowling Green,?,0.4581005586592178,DT,0.5714285714285714,0.7714285714285715,Chris Jones\JoneCh04,?,0.6666666666666666,College Stats,0.7681159420289855,0.41958041958042,6th
Alabama,?,?,C,0.7142857142857143,?,Barrett Jones\JoneBa00,?,0.6865671641791045,College Stats,0.8405797101449272,?,4th
Georgia,0.26666666666666666,?,DT,0.6428571428571429,0.7714285714285715,Abry Jones\JoneAb00,0.2549019607843137,0.7213930348258707,College Stats,0.5724637681159417,?,0
Oregon,0.5333333333333333,0.27932960893854736,OLB,0.8571428571428571,?,Dion Jordan\JordDi00,0.6666666666666666,0.39800995024875624,College Stats,0.1956521739130437,0.35664335664335656,1st
Colorado,0.4888888888888889,?,TE,0.8571428571428571,0.5428571428571428,Nick Kasa\KasaNi00,0.49019607843137253,0.5024875621890548,College Stats,0.318840579710145,?,6th
