school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,school_name,conf_abbr,class,pos,g,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,school_name,conf_abbr,class,pos,g,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,school_name,conf_abbr,class,pos,g,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,school_name,conf_abbr,class,pos,g,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,school_name,conf_abbr,class,pos,g,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,school_name,conf_abbr,class,pos,g,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,school_name,conf_abbr,class,pos,g,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,school_name,conf_abbr,class,pos,g,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,school_name,conf_abbr,class,pos,g,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,school_name,conf_abbr,class,pos,g,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,school_name,conf_abbr,class,pos,g,td_rush,td_rec,td_def_int,td_fumbles_rec,td_punt_ret,td_kick_ret,td_other,td_total,xpm,fgm,two_pt_md,safety_md,points,school_name,conf_abbr,class,pos,g,td_rush,td_rec,td_def_int,td_fumbles_rec,td_punt_ret,td_kick_ret,td_other,td_total,xpm,fgm,two_pt_md,safety_md,points,school_name,conf_abbr,class,pos,g,td_rush,td_rec,td_def_int,td_fumbles_rec,td_punt_ret,td_kick_ret,td_other,td_total,xpm,fgm,two_pt_md,safety_md,points,school_name,conf_abbr,class,pos,g,td_rush,td_rec,td_def_int,td_fumbles_rec,td_punt_ret,td_kick_ret,td_other,td_total,xpm,fgm,two_pt_md,safety_md,points,school_name,conf_abbr,class,pos,g,td_rush,td_rec,td_def_int,td_fumbles_rec,td_punt_ret,td_kick_ret,td_other,td_total,xpm,fgm,two_pt_md,safety_md,points
Washington,Pac-12,FR,WR,13,17,259,15.2,1,0,0,,0,17,259,15.2,1,Washington,Pac-12,SO,WR,13,30,414,13.8,1,1,-8,-8.0,0,31,406,13.1,1,Washington,Pac-12,JR,WR,13,53,822,15.5,15,0,0,,0,53,822,15.5,15,Washington,Pac-12,SR,WR,13,63,761,12.1,7,3,50,16.7,0,66,811,12.3,7,Washington,,,,,163,2256,13.8,24,4,42,10.5,0,167,2298,13.8,24,Washington,Pac-12,FR,WR,13,28,288,10.3,1,0,0,,0,Washington,Pac-12,SO,WR,13,16,271,16.9,2,0,0,,0,Washington,Pac-12,JR,WR,13,25,287,11.5,2,0,0,,0,Washington,Pac-12,SR,WR,13,21,428,20.4,4,0,0,,0,Washington,,,,,90,1274,14.2,9,0,0,,0,Washington,Pac-12,FR,WR,13,0,0,,0,,,0,0,,Washington,Pac-12,SO,WR,13,0,0,,0,,,0,0,,Washington,Pac-12,JR,WR,13,2,4,50.0,89,22.3,27.3,1,0,319.4,Washington,Pac-12,SR,WR,13,1,1,100.0,36,36.0,36.0,0,0,402.4,Washington,,,,,3,5,60.0,125,25.0,29.0,1,0,336.0,Washington,Pac-12,FR,WR,13,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,Washington,Pac-12,SO,WR,13,1,1,2,0.0,0.0,0,0,,0,0,0,,,0,Washington,Pac-12,JR,WR,13,0,0,0,0.0,0.0,0,0,,0,0,0,,,0,Washington,Pac-12,SR,WR,13,0,1,1,0.0,0.0,0,0,,0,0,0,,,0,Washington,,,,,1,2,3,0.0,0.0,0,0,,0,0,0,,,0,Washington,Pac-12,FR,WR,13,0,1,0,,1,0,,2,0,0,,,12,Washington,Pac-12,SO,WR,13,0,1,0,,2,0,,3,0,0,,,18,Washington,Pac-12,JR,WR,13,0,15,0,,2,0,,17,0,0,,,102,Washington,Pac-12,SR,WR,13,0,7,0,,4,0,,11,0,0,,,66,Washington,,,,,0,24,0,,9,0,,33,0,0,,,198
